f_0,f_1,h_0,h_1,R_n,R_0,E_phi_0,E_phi_1,E_psi_0,E_psi_1,N_0_0,N_0_1,N_0_2,N_0_3,N_n_0,N_n_1,N_n_2,N_n_3,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,Q_0,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7
34,76,102,101,78,50,72,83,10,35,22,26,34,58,16,74,56,10,48,86,60,22,58,84,18,98,62,68,104,60,10,16,52,44
27,101,66,31,84,56,85,49,42,85,68,104,62,100,94,90,84,58,86,94,94,8,88,38,16,98,64,56,36,82,16,78,80,86
5,49,5,71,34,18,80,17,85,75,66,8,18,102,74,42,44,24,98,86,10,60,52,28,102,62,96,12,72,6,46,16,78,80
7,84,22,59,82,16,35,104,34,40,34,100,0,60,82,50,64,14,28,88,76,88,64,16,48,12,72,4,96,0,62,36,8,12
10,78,41,104,62,24,55,91,99,42,72,8,92,34,40,10,82,86,46,82,26,88,6,60,88,88,40,10,48,10,4,24,16,56
36,32,41,36,10,90,97,100,8,101,14,102,40,46,52,62,4,86,92,6,12,20,4,20,4,38,82,34,46,14,62,60,82,8
66,103,67,61,30,2,29,18,52,15,68,82,92,72,84,36,50,82,48,60,76,70,68,78,98,104,70,98,76,10,8,10,68,78
71,85,93,94,46,52,81,79,29,78,14,28,50,32,46,94,32,90,28,20,68,94,36,22,2,52,14,98,0,88,60,4,20,96
64,74,89,96,10,34,38,97,25,20,0,0,12,90,8,4,102,46,24,44,2,4,32,64,92,24,48,86,50,62,70,20,98,4
46,34,103,82,84,60,101,20,18,92,2,18,14,42,38,48,88,96,56,104,42,32,80,62,78,92,78,2,96,62,52,4,6,92
69,100,74,101,58,100,6,35,64,88,70,88,20,94,76,22,104,50,20,74,90,92,78,70,10,66,62,98,80,54,40,70,16,46
93,49,43,76,38,44,39,83,49,4,20,58,66,104,74,60,104,18,80,10,88,104,14,6,44,62,84,82,16,60,102,78,4,18
26,69,83,4,24,62,1,47,25,66,98,32,54,26,66,40,68,90,42,76,92,72,84,32,86,40,72,0,76,56,40,78,30,4
2,65,51,58,32,44,103,47,1,103,4,48,44,10,4,92,92,70,92,30,42,16,12,104,40,72,8,32,22,6,34,76,2,66
4,93,11,31,44,100,35,18,42,48,94,4,12,28,98,30,56,18,92,16,12,84,32,18,98,76,28,16,32,76,34,34,78,0
58,34,44,49,100,78,12,5,30,95,24,16,102,56,24,88,94,22,18,0,92,34,6,36,62,58,32,78,76,60,82,16,78,62
13,94,82,67,50,38,84,93,24,66,92,18,48,66,22,34,40,6,24,30,102,88,40,26,58,18,0,46,8,36,46,54,96,70
19,51,49,22,88,36,79,48,89,103,46,18,80,90,104,28,52,56,90,50,60,38,10,26,26,36,70,90,86,26,32,0,44,18
10,3,59,42,8,24,22,5,34,60,34,70,98,20,94,8,54,58,60,52,12,54,58,76,62,74,68,58,86,88,86,60,14,64
29,57,73,32,36,44,75,11,62,54,42,42,22,48,32,96,92,64,48,74,54,68,26,44,10,16,24,70,74,50,74,76,104,18
74,102,80,68,76,94,59,41,104,84,104,44,22,20,2,36,80,100,86,40,8,60,14,22,48,36,66,88,66,34,18,10,60,88
13,102,43,100,28,32,71,77,26,18,96,78,16,58,4,96,28,12,70,26,20,78,38,20,64,20,50,52,100,78,98,96,0,30
39,58,26,32,66,22,59,77,34,20,94,30,80,0,8,80,102,18,68,52,28,32,104,68,96,56,92,34,46,64,58,102,24,82
15,46,58,89,76,88,25,103,80,102,48,46,104,30,28,74,100,18,0,16,94,44,18,56,50,100,58,74,54,92,94,26,78,46
25,1,22,29,46,46,40,3,29,28,52,38,48,38,66,18,22,70,8,2,0,46,32,50,52,84,50,40,82,66,68,32,34,78
42,9,60,41,12,74,78,40,21,63,22,48,44,84,6,20,64,2,68,68,68,8,68,14,0,70,84,40,86,14,76,48,4,2
57,70,62,43,50,12,104,87,45,91,56,4,104,20,40,14,44,48,96,2,38,104,88,52,26,84,28,14,34,90,30,98,70,46
72,68,51,38,38,78,1,74,53,35,92,100,10,94,104,66,74,14,102,32,42,4,48,104,28,72,66,24,14,100,8,82,24,48
79,38,76,36,8,76,68,44,61,63,64,18,48,96,62,94,14,30,32,54,24,80,34,78,20,10,20,28,16,50,50,30,0,88
91,86,42,90,4,44,98,85,88,57,84,28,12,38,16,52,76,58,20,52,62,102,46,80,88,24,102,2,56,78,46,0,40,0
56,45,104,70,36,10,12,30,14,67,58,26,64,36,78,44,36,82,74,4,50,44,42,72,86,84,46,86,24,92,22,18,72,58
55,55,87,94,4,88,83,89,86,98,46,92,104,32,36,34,16,22,44,60,66,12,54,100,32,68,92,66,60,58,48,72,72,78
89,29,39,100,44,12,71,42,25,83,76,104,26,100,104,32,48,100,16,50,64,8,94,88,64,96,36,102,88,4,78,16,50,14
6,48,100,86,14,82,60,4,100,86,60,32,80,54,84,50,72,52,66,94,64,42,74,64,64,38,78,18,38,70,2,82,58,12
55,101,47,59,50,52,4,45,59,59,24,16,20,76,24,98,52,54,52,62,74,32,12,46,6,66,104,70,66,98,8,54,88,98
24,13,29,43,88,68,34,7,56,16,76,86,32,102,56,28,2,36,24,44,46,92,44,64,82,100,82,40,46,40,42,10,32,56
79,93,103,42,52,58,25,36,38,41,94,64,50,88,84,28,82,60,38,104,26,42,0,26,26,34,88,14,62,0,2,80,2,50
89,26,30,82,44,48,82,55,69,9,8,44,52,28,52,32,98,2,20,52,68,94,94,28,8,12,78,44,4,76,16,2,50,100
75,10,70,61,100,52,10,80,97,65,96,26,92,90,58,44,14,96,104,18,78,4,50,16,38,70,86,20,40,2,84,8,68,24
30,78,1,68,90,14,67,95,73,51,74,100,104,24,70,0,56,64,18,46,46,26,36,22,94,50,94,54,70,94,34,100,92,74
51,1,30,26,66,100,5,38,50,62,20,68,100,8,26,88,4,50,36,90,36,22,100,58,52,84,12,82,60,22,92,62,84,4
101,38,34,84,90,34,0,7,82,3,98,62,50,0,54,26,6,88,34,32,48,80,38,22,86,62,96,24,102,44,78,98,2,8
48,55,24,38,78,68,94,57,92,33,14,48,50,66,46,66,0,102,58,50,86,32,74,96,48,52,34,16,28,104,6,82,36,40
33,30,85,56,98,78,54,9,5,50,84,68,36,56,60,10,20,60,36,50,62,18,32,6,74,42,58,14,48,90,26,4,34,6
76,27,27,96,52,92,0,74,20,102,26,48,6,36,4,98,32,34,102,42,48,18,2,26,8,30,40,38,78,50,14,4,36,70
31,82,41,61,102,82,94,83,61,14,104,70,42,16,34,2,34,82,28,64,52,80,32,10,70,22,28,72,56,86,14,2,16,80
51,15,49,69,24,36,39,37,42,103,40,46,6,90,16,14,34,54,70,64,94,70,68,42,80,4,54,80,34,66,46,32,90,74
1,71,17,99,94,86,84,13,90,65,80,10,68,104,44,36,100,60,38,68,48,2,48,58,22,42,90,24,100,78,14,86,46,76
40,18,83,78,46,82,87,69,45,21,70,90,20,8,64,90,14,34,88,72,16,78,100,12,48,32,88,46,22,98,34,56,68,102
8,6,71,25,50,30,24,24,55,93,2,0,96,14,46,2,90,104,98,74,62,58,100,28,20,8,82,92,32,0,80,46,78,98
70,72,69,75,52,6,25,20,19,50,22,4,98,32,82,44,42,102,40,66,58,66,28,90,66,8,104,16,92,82,2,66,78,82
13,100,6,52,56,32,46,19,84,66,56,4,84,92,70,48,74,46,28,20,104,84,92,80,14,54,24,0,22,104,36,66,36,64
72,103,71,47,58,16,54,42,101,54,70,56,56,32,56,8,22,24,90,78,56,64,82,76,28,18,94,2,98,32,22,20,28,48
98,36,71,86,102,56,70,67,31,44,68,66,4,76,0,32,94,44,76,50,28,92,94,6,26,78,80,82,6,66,104,26,100,30
46,57,5,27,74,72,59,49,38,4,12,68,20,66,76,28,90,36,68,90,0,38,38,68,36,98,68,92,24,28,26,40,10,50
21,67,27,42,52,30,19,91,17,60,72,94,64,2,58,76,92,32,82,96,86,40,66,102,12,94,42,60,92,30,88,84,100,100
36,72,57,100,62,90,66,87,10,26,62,62,6,72,92,64,32,10,90,16,30,98,14,46,10,0,28,50,52,64,92,104,34,70
41,76,48,56,86,92,18,74,82,91,72,62,50,104,96,8,82,92,36,58,58,36,44,32,58,100,62,42,64,68,40,70,86,18
82,33,61,47,98,2,34,65,18,96,30,82,32,102,104,34,90,54,104,50,12,46,42,40,94,66,56,52,12,0,86,66,68,42
6,10,5,30,6,98,98,72,58,17,30,4,46,6,100,0,92,48,54,2,6,62,38,78,62,8,58,0,4,36,100,10,16,100
37,33,95,72,64,72,95,6,24,18,24,74,54,96,18,2,94,28,104,72,30,12,44,102,40,56,26,90,18,46,12,24,38,20
14,8,6,46,12,64,53,41,75,54,30,84,80,18,14,44,20,96,92,52,92,46,58,64,100,10,104,86,80,48,66,24,72,32
51,41,39,41,28,86,17,102,96,7,4,46,96,0,92,96,46,78,40,78,32,46,84,86,98,24,82,26,16,58,18,42,74,48
60,66,46,75,84,74,42,7,20,14,20,58,28,52,8,30,102,2,100,42,94,2,4,6,14,20,54,2,46,64,46,46,56,8
49,95,7,38,64,30,86,62,79,73,14,78,8,42,44,78,8,62,64,76,56,50,28,24,10,86,42,52,12,80,0,68,42,78
64,18,85,58,32,76,8,15,5,56,12,62,10,66,6,28,42,54,16,24,68,78,6,60,72,22,46,68,70,28,62,86,46,98
104,71,59,78,68,90,103,40,19,103,104,84,12,62,34,58,74,4,26,70,54,26,90,92,40,10,58,64,78,26,64,22,66,60
82,19,62,83,96,96,29,101,29,12,78,32,104,76,30,28,42,30,58,54,2,68,26,36,38,16,0,68,84,40,68,70,10,82
27,87,4,70,12,24,50,54,37,100,18,36,24,88,80,90,30,34,10,18,40,94,16,20,50,24,34,40,68,74,64,104,72,54
80,9,1,77,8,66,52,78,41,61,40,50,24,38,58,10,14,104,92,72,48,2,90,8,68,86,80,102,58,102,84,56,58,82
11,11,98,90,52,26,96,40,40,56,48,46,12,78,60,22,18,74,102,2,54,88,88,94,74,8,80,32,86,2,78,76,54,58
74,97,26,57,92,22,45,8,92,90,104,82,96,16,56,74,94,100,32,84,44,82,14,98,22,86,62,88,36,96,76,32,18,80
42,90,18,42,26,72,36,86,57,57,22,48,60,66,104,66,74,32,44,38,68,52,26,44,78,32,46,6,52,62,38,104,72,28
66,26,14,88,64,88,50,9,47,60,46,100,38,66,68,6,72,82,96,52,92,10,54,86,78,28,50,68,12,54,100,48,46,104
34,80,81,49,40,60,12,77,77,28,66,8,32,44,20,28,0,46,40,54,92,82,56,18,104,18,28,56,52,32,46,36,46,30
1,54,90,64,34,100,103,39,5,10,42,48,0,36,54,6,12,80,12,94,102,38,94,20,50,44,46,48,26,22,74,40,22,44
51,73,42,62,66,74,68,69,21,102,12,62,64,38,46,12,24,10,90,84,0,32,18,8,84,56,102,64,82,60,82,90,46,10
85,31,94,91,44,80,65,41,70,67,28,70,92,66,26,96,36,68,90,88,30,26,68,66,94,68,64,50,94,104,18,10,38,94
74,44,77,88,22,4,102,59,87,17,30,74,34,14,58,94,60,24,76,80,84,78,34,86,0,40,22,104,100,78,68,102,86,8
60,48,39,10,18,30,78,96,54,89,100,96,92,34,42,78,62,76,96,94,78,50,86,76,16,38,48,78,76,46,54,36,2,18
95,73,12,79,4,62,56,7,104,70,56,28,78,20,56,68,64,72,22,46,24,80,2,8,62,14,48,16,40,34,62,24,56,62
12,47,57,51,100,26,82,80,28,10,92,84,22,42,80,78,40,2,48,8,6,30,26,34,24,20,90,32,24,14,4,30,96,80
98,95,19,43,10,84,100,16,49,54,68,20,42,12,12,92,46,34,70,88,90,0,86,34,74,22,34,50,40,26,42,36,40,94
91,0,21,25,50,50,35,49,12,8,90,96,88,86,74,90,96,86,8,34,22,94,44,28,44,88,58,84,28,68,26,102,36,24
47,95,12,79,30,92,8,51,95,78,48,96,64,84,90,96,14,84,36,18,38,74,28,86,18,12,32,72,8,6,60,10,62,84
77,52,10,94,82,10,99,88,29,59,28,94,14,76,58,78,88,48,86,104,92,86,84,20,74,30,38,50,64,34,56,0,32,102
9,92,22,47,64,30,78,34,80,53,84,100,50,30,54,68,98,22,94,40,24,0,52,94,34,28,10,46,100,16,70,84,104,28
79,92,54,46,20,12,40,77,100,34,6,72,38,62,52,84,34,50,12,102,32,6,94,18,62,24,38,18,44,38,92,14,50,56
48,40,21,3,32,64,43,30,90,101,98,90,36,100,86,44,66,76,42,74,92,84,80,102,54,40,98,56,44,42,46,42,52,36
49,85,10,91,56,86,97,4,84,4,56,6,96,64,92,94,12,72,92,16,12,34,30,28,102,12,46,80,102,38,14,32,26,84
70,42,40,17,82,100,28,59,16,8,90,90,50,22,0,62,18,70,60,22,0,56,14,28,62,100,40,44,84,42,10,62,58,70
49,86,93,98,50,40,104,64,41,61,54,56,50,68,90,34,36,4,0,4,76,10,32,84,92,32,68,18,42,56,82,36,102,34
0,60,8,63,44,36,79,43,52,37,10,76,46,36,16,0,50,20,88,2,4,40,14,74,2,72,80,16,104,56,100,72,104,104
47,49,88,79,80,90,88,59,42,89,22,20,78,104,82,58,10,58,68,44,68,72,24,18,18,84,52,98,60,42,70,88,68,60
63,25,37,32,80,34,58,19,45,27,100,12,16,84,56,84,60,50,26,24,48,16,86,38,64,64,8,72,42,10,48,26,56,26
66,69,0,37,10,44,45,30,7,51,40,28,52,56,28,42,32,92,20,4,10,60,98,36,18,0,64,62,100,18,28,56,12,30
94,49,98,40,52,68,85,19,26,90,88,44,8,42,70,80,80,102,12,30,24,64,0,88,38,64,20,102,28,52,12,30,32,60
59,10,6,12,44,34,95,40,104,83,0,28,60,32,16,2,48,86,58,46,30,88,12,24,82,102,22,26,32,72,22,86,66,34
11,47,75,101,8,68,77,77,4,23,96,42,58,18,8,38,50,52,66,26,58,38,92,72,16,22,60,22,24,30,96,78,54,100
102,56,30,50,32,40,1,25,0,31,50,0,102,10,8,96,62,78,58,44,36,24,6,70,78,12,86,54,82,12,86,2,2,68
103,81,68,98,64,52,5,80,86,0,102,94,80,4,14,100,100,74,90,16,100,50,60,44,18,56,50,72,4,16,14,8,2,102
68,103,79,28,2,78,44,38,32,80,64,92,88,70,86,82,92,80,44,18,2,52,36,84,46,44,4,34,102,86,4,100,74,24
79,2,57,88,10,42,100,34,36,98,52,68,28,12,36,20,4,8,68,8,52,24,30,46,50,68,102,18,34,100,42,58,12,32
74,24,28,71,42,22,97,84,38,30,16,58,34,78,56,52,24,22,24,70,82,22,8,0,46,66,10,6,42,72,2,54,78,46
38,101,47,81,38,28,61,38,88,97,48,104,0,0,74,64,44,76,36,90,14,38,44,52,0,56,84,28,50,60,80,14,68,6
41,2,17,64,84,38,3,5,1,43,50,80,6,2,60,26,82,12,44,36,8,78,98,36,30,26,38,102,58,54,66,74,52,68
69,38,14,82,100,46,51,79,65,56,50,72,0,102,0,38,52,66,22,34,52,68,48,100,96,32,38,32,92,58,22,84,10,96
37,96,28,45,42,100,100,38,2,85,22,74,68,50,62,72,2,10,52,92,102,44,36,94,22,60,98,26,58,30,56,58,22,72
32,84,2,49,46,100,38,33,65,28,68,66,8,10,92,10,74,16,34,68,90,102,12,100,42,14,46,6,98,0,104,28,54,80
57,52,27,70,78,54,0,8,35,35,54,66,70,54,26,50,26,64,90,32,10,4,28,10,52,18,0,94,2,10,22,76,86,20
87,0,42,54,90,100,46,78,96,70,64,22,40,74,54,16,32,28,2,58,18,12,70,98,90,92,60,98,8,2,14,26,36,92
38,95,54,37,34,16,50,10,39,100,100,28,68,8,74,64,96,38,98,88,28,12,82,2,34,94,18,36,62,76,58,50,60,88
5,75,71,92,6,98,73,13,58,82,56,58,62,42,100,20,16,72,58,26,10,70,62,20,6,66,100,62,88,12,86,14,84,22
94,76,31,29,80,82,22,100,76,25,38,4,80,90,0,8,86,18,76,78,102,28,92,68,88,16,46,64,14,10,56,94,84,38
53,62,50,73,82,30,93,85,65,92,42,30,26,88,2,70,56,38,26,58,22,50,48,66,12,4,12,4,96,70,92,26,58,32
34,102,48,100,44,88,89,11,6,91,58,88,60,8,90,100,94,14,2,72,64,8,94,16,96,12,18,54,72,104,100,30,2,20
80,44,0,1,42,14,23,33,91,59,28,38,58,12,4,74,4,50,46,102,16,94,74,94,104,100,78,8,68,36,76,14,48,46
54,22,83,30,84,98,86,32,79,90,44,40,88,36,2,86,8,14,48,96,76,22,92,42,76,54,14,100,90,24,78,16,66,18
81,57,24,23,22,14,10,72,0,8,96,58,22,26,90,60,2,94,12,42,54,24,38,26,6,90,14,60,16,64,8,52,102,76
82,64,61,67,76,72,35,84,31,8,62,96,48,8,38,36,90,16,52,20,36,64,26,38,30,74,80,44,58,56,56,20,66,78
60,89,85,69,28,48,30,103,100,90,60,40,74,30,14,100,58,98,4,54,72,94,52,8,10,12,20,34,68,18,12,80,96,90
38,51,3,18,18,22,10,39,17,80,52,42,104,92,98,22,64,14,16,24,6,76,76,28,0,96,38,94,82,50,62,12,32,18
67,101,11,20,96,6,62,5,71,84,86,62,62,36,60,34,102,14,88,42,46,58,34,46,70,20,32,82,102,96,22,76,22,82
65,87,103,25,44,90,58,23,33,15,8,98,16,38,22,30,96,20,16,102,24,74,62,92,80,32,46,32,0,68,86,22,50,48
23,85,18,16,6,82,18,75,8,23,32,52,36,82,46,0,14,74,86,6,30,14,54,16,36,4,16,68,64,102,48,104,60,30
24,76,65,80,98,36,7,33,20,65,38,46,34,72,76,64,50,38,40,2,8,8,50,26,46,76,32,18,94,22,14,78,78,20
42,73,98,56,86,32,100,50,92,78,8,96,26,86,82,46,76,36,38,22,68,66,46,34,24,60,26,66,76,16,88,30,16,48
27,60,45,19,94,88,8,43,45,5,64,82,36,48,64,10,46,0,78,88,86,84,92,14,16,76,14,4,36,10,24,10,20,82
60,57,38,88,70,98,73,67,73,71,52,60,82,18,44,80,52,62,36,98,70,0,90,82,26,94,88,30,48,54,44,4,40,100
4,86,13,59,6,72,60,0,77,59,16,60,100,36,6,36,20,26,78,24,28,86,18,60,42,80,84,70,56,0,62,38,10,28
58,46,69,70,30,10,79,35,10,56,22,84,54,76,88,32,78,38,100,48,80,104,24,18,40,28,96,44,70,60,10,88,26,78
78,53,75,51,38,14,48,53,85,47,62,36,98,68,98,28,40,94,52,94,24,40,10,18,56,68,12,40,42,2,2,88,28,12
90,47,15,96,54,38,76,61,66,18,22,90,66,20,54,24,76,54,64,30,94,56,6,104,46,94,84,36,68,42,54,58,64,96
37,16,30,6,92,98,104,15,97,80,82,62,86,54,74,36,100,42,12,32,52,32,46,10,16,24,92,38,60,64,42,14,86,4
39,97,96,17,36,36,40,41,11,8,48,56,0,52,50,48,98,78,66,26,60,50,92,70,90,36,78,104,58,88,16,50,98,22
31,39,48,30,60,56,24,93,83,103,14,90,18,38,94,92,56,72,52,90,74,94,66,66,36,32,66,44,34,32,12,82,80,38
68,14,85,75,78,20,5,84,98,4,40,60,2,52,72,96,24,90,20,62,18,52,10,16,102,18,56,70,46,16,90,38,96,86
72,36,13,57,40,48,28,69,5,70,74,84,88,50,26,70,42,98,22,90,0,94,98,76,52,14,96,66,64,28,70,94,46,30
58,83,91,104,84,42,42,42,2,78,54,42,48,0,2,94,70,36,48,58,98,22,82,72,20,10,54,48,16,80,6,18,66,36
65,32,9,24,32,50,45,45,78,49,76,96,98,80,48,58,16,0,62,86,26,6,26,6,98,44,102,54,4,58,46,58,64,72
54,73,90,66,40,64,31,96,80,46,44,32,92,56,4,102,84,58,42,16,102,62,98,64,100,48,34,34,28,64,80,82,24,82
94,20,33,99,10,58,11,95,41,28,46,88,54,38,54,20,78,50,54,18,54,14,58,98,76,60,94,28,64,20,70,94,52,20
37,88,24,103,2,68,32,8,74,11,64,58,88,4,34,94,46,68,70,42,70,56,60,78,64,40,16,14,58,100,76,28,88,24
93,5,51,29,70,24,19,60,83,43,50,0,28,6,12,58,52,2,52,16,6,48,8,10,32,24,40,86,36,8,92,68,104,44
41,9,3,18,8,94,104,74,3,36,42,12,96,60,94,82,38,84,64,90,56,52,68,32,18,76,42,12,56,82,22,16,48,82
37,9,70,37,102,32,104,89,67,54,100,88,12,54,2,88,76,32,20,50,94,4,6,28,70,94,18,70,18,68,50,12,88,8
17,102,49,67,38,48,29,12,15,77,86,10,34,94,98,60,58,6,82,24,26,20,40,88,64,78,44,88,104,52,20,74,56,44
44,49,61,88,82,28,89,50,84,31,76,104,68,88,96,32,82,88,96,88,50,84,10,30,56,46,92,20,78,4,22,28,104,2
17,55,14,85,2,80,90,100,82,73,36,88,82,2,78,90,36,28,66,20,40,0,32,82,48,78,2,94,30,62,30,48,38,100
57,70,3,76,88,46,47,9,80,62,70,4,100,46,36,86,44,68,76,8,34,24,68,26,34,26,60,30,74,70,32,22,38,28
100,8,90,12,24,20,54,91,3,33,74,12,6,50,66,10,56,78,50,46,60,20,30,52,22,46,44,34,40,34,62,66,8,88
93,44,39,68,54,100,38,64,81,69,2,18,102,90,86,48,24,56,36,86,0,46,0,10,94,52,92,26,98,44,96,28,24,90
21,27,60,81,26,64,84,97,16,99,78,22,0,32,100,22,12,22,86,54,84,92,46,90,76,34,102,38,18,32,94,100,50,98
21,40,71,1,20,70,104,82,53,61,30,104,94,76,6,102,28,0,2,104,96,10,4,6,66,104,40,38,10,26,12,74,90,28
9,60,76,3,30,84,89,103,90,10,66,84,78,18,4,8,72,32,24,86,28,66,18,42,50,46,54,92,92,68,62,46,22,2
100,78,68,75,74,92,32,51,47,25,76,78,42,34,14,14,76,8,102,62,72,102,76,8,86,4,34,98,8,48,52,2,54,34
39,39,8,15,18,56,75,82,0,8,98,66,16,72,4,70,48,104,100,86,102,82,46,34,2,70,64,24,80,2,86,94,60,94
43,16,100,35,44,100,20,78,28,69,0,52,72,34,92,100,14,100,84,26,98,68,96,100,102,102,50,86,86,74,46,54,70,44
94,58,14,29,46,82,14,87,76,57,12,46,94,62,46,76,72,32,56,86,72,60,62,98,34,76,44,98,70,92,32,26,78,46
40,36,93,28,90,46,95,54,94,47,8,40,68,2,18,16,84,52,26,94,28,60,76,12,34,30,94,74,32,40,10,34,18,68
55,11,44,52,50,36,63,15,25,57,94,42,92,40,72,70,74,86,52,50,30,32,88,82,84,38,66,8,6,80,58,86,66,4
76,18,103,100,100,94,5,63,52,72,10,60,64,36,12,86,38,44,64,50,66,44,78,16,4,12,40,60,24,42,18,10,0,62
85,92,90,59,80,74,22,1,44,51,18,46,8,68,90,40,10,0,62,0,36,26,104,94,6,16,42,62,12,70,92,32,82,2
93,8,49,55,28,38,73,55,12,1,18,78,28,88,80,46,4,56,48,36,84,28,90,96,68,64,2,40,46,88,96,32,96,20
46,60,45,46,86,64,42,25,51,22,8,84,68,22,82,94,0,62,18,38,62,30,46,48,96,50,4,30,60,82,102,36,30,86
5,84,15,83,20,20,13,30,21,12,72,84,48,72,70,64,74,44,18,70,20,92,16,64,24,96,12,6,4,86,4,66,40,10
63,52,43,36,82,54,70,39,59,54,8,66,10,18,100,36,52,14,70,104,2,22,60,74,16,52,70,56,22,36,38,4,12,8
23,97,54,10,42,82,9,84,67,76,100,84,96,14,68,10,96,78,50,80,104,56,72,80,16,94,96,8,76,58,16,56,60,34
4,84,12,61,88,46,87,60,40,57,72,88,6,22,36,2,82,92,4,48,28,48,100,68,72,32,62,4,10,44,42,6,20,24
47,28,53,31,78,16,83,90,85,59,30,70,50,92,14,20,68,14,50,22,90,14,90,42,42,26,90,98,70,44,46,60,76,36
94,59,2,43,8,26,42,78,32,104,2,56,98,84,20,14,0,18,26,50,72,70,84,74,46,98,10,0,100,22,8,96,96,28
57,51,3,96,28,38,85,1,4,30,86,54,50,78,50,76,76,40,40,62,104,60,4,2,38,94,10,28,40,30,38,32,14,68
77,93,99,70,32,22,99,1,82,83,32,28,22,100,4,54,88,80,76,28,64,52,42,78,92,40,70,86,100,4,38,58,8,46
62,15,51,49,100,34,84,76,5,33,4,94,68,76,8,0,46,18,62,58,50,94,40,8,30,24,68,84,64,102,84,54,46,42
43,7,5,74,70,34,41,76,62,104,30,104,14,28,26,46,6,12,6,88,44,4,38,58,98,64,50,86,28,24,54,54,92,92
49,47,48,1,94,60,57,93,70,43,104,66,2,102,22,80,54,38,88,48,12,92,104,40,56,14,30,56,36,58,72,78,28,36
6,20,82,43,10,98,9,34,52,21,44,54,20,98,18,60,18,76,100,4,78,44,38,12,84,82,10,12,18,72,74,46,72,32
71,86,18,37,36,90,3,57,83,13,104,60,54,52,14,64,38,34,94,36,22,58,16,58,38,98,80,68,74,64,8,20,26,52
18,52,99,13,14,34,19,100,26,71,24,32,46,102,14,42,54,4,24,8,72,56,6,20,38,34,86,0,24,34,14,74,8,90
35,19,83,45,88,28,78,34,73,28,88,68,36,104,72,4,40,32,28,92,84,44,70,36,22,38,104,18,42,70,102,54,54,28
86,29,41,26,80,54,12,96,50,25,64,74,56,82,40,76,104,76,54,52,98,70,78,44,72,84,58,90,90,98,88,94,46,90
30,79,66,82,26,36,86,46,52,0,18,30,92,64,4,68,78,32,16,48,64,36,2,80,14,58,26,20,70,54,6,42,20,54
1,27,14,8,102,74,24,53,32,102,64,82,72,80,20,40,70,66,6,104,22,62,28,60,76,62,48,20,74,92,0,40,12,98
17,103,94,26,36,40,52,19,65,91,72,64,20,46,62,94,38,16,52,98,92,12,12,36,12,88,28,90,26,72,40,88,60,2
12,31,4,11,26,84,73,31,104,71,54,54,34,46,18,10,84,62,84,28,50,34,4,12,12,96,18,46,82,66,10,30,28,60
60,61,81,29,94,90,36,61,35,90,0,94,46,42,0,34,88,34,94,16,46,74,92,92,100,28,34,22,8,48,48,28,6,66
37,18,101,12,8,26,40,68,76,81,102,100,44,76,74,18,88,82,74,60,26,60,6,94,62,96,60,100,46,4,70,18,14,6
68,53,71,52,32,56,40,20,78,57,64,102,100,70,14,34,6,58,80,68,38,58,16,18,78,12,88,58,84,24,76,36,48,4
76,54,65,38,58,40,60,45,23,66,22,104,10,0,102,66,56,28,26,90,82,6,48,64,62,32,76,76,28,58,24,16,14,78
79,57,67,31,38,54,93,94,40,91,80,96,28,54,28,54,36,2,70,66,14,6,4,76,22,30,68,92,92,4,66,14,100,86
47,51,98,57,22,46,62,7,42,35,40,28,78,48,52,0,64,2,96,104,52,78,96,18,2,4,48,88,76,0,30,98,50,76
77,19,92,97,34,44,17,57,23,57,44,78,100,18,88,36,60,2,66,76,56,50,22,24,54,84,4,62,98,102,76,4,28,0
101,43,59,49,74,90,18,49,77,80,76,8,62,14,62,100,74,60,30,50,2,80,96,10,52,78,100,48,4,102,4,66,40,76
73,19,55,7,64,16,93,20,66,29,104,88,58,74,16,30,92,72,8,6,18,48,46,46,98,8,86,38,88,66,48,102,2,66
2,17,73,71,54,88,18,25,39,60,100,94,12,42,20,2,78,96,4,22,26,62,50,100,78,12,94,16,28,14,78,86,6,20
81,31,20,59,8,30,87,95,103,29,72,74,18,84,44,78,62,30,68,64,70,72,34,16,64,6,102,50,58,64,92,100,34,104
85,22,103,100,38,68,48,15,47,40,82,42,86,100,8,2,8,70,84,76,70,76,24,42,88,76,30,40,4,10,44,100,12,94
63,83,8,56,56,72,25,40,98,82,58,84,6,86,48,22,100,78,80,0,36,18,50,52,36,10,58,6,94,34,100,12,88,58
47,13,60,15,68,60,3,87,75,81,88,38,54,52,102,52,76,66,54,94,76,92,10,78,80,70,102,56,98,12,28,84,62,32
4,24,90,85,78,38,96,92,37,90,4,92,76,92,98,34,62,52,2,60,80,22,18,26,72,94,30,30,8,24,64,6,72,48
27,2,0,95,2,6,3,40,96,83,78,56,90,46,34,14,68,78,56,86,16,78,66,76,82,8,52,42,94,8,82,14,72,32
45,101,69,76,100,86,19,17,5,51,60,6,8,90,92,16,102,90,34,20,66,94,0,86,36,60,90,22,34,72,70,34,42,38
5,17,67,45,6,8,2,33,37,95,18,36,8,84,22,24,88,46,80,58,64,64,52,36,38,8,24,94,34,66,96,68,4,76
